ACCESSION,PC,TEXT,TEXT_FR,ID,IMAGE,IMAGE_FR,CREDIT,LAT,LONG,ADDRESS,ADDRESS_FR,ARTWORK,ARTWORK_FR,ARTISTS,LOCATION,LOCATION_FR,CITY,PROVINCE,DATE_MOD,MATERIAL,MATERIAL_FR,YEAR
2013-0082,,"A Flat and a Box has two main components: a flat area and a rectangular box. Skaters use the sculpture for many different tricks and approaches – the design accommodates beginner to expert skaters.

Artists Alisdair MacRae and Negar Seyfollahy worked directly with skaters, the Ottawa Skateboard Community Association and New Line Skateparks Inc. to design the sculpture. Dimensions and materials were influenced by these key groups. A Flat and a Box and the skate plaza opened to the public in July 2014.","Cette œuvre compte deux éléments fondamentaux : une partie plane et une boîte rectangulaire. Les planchistes utilisent la sculpture pour de nombreuses figures et approches – sa conception convient tant aux novices qu'aux planchistes aguerris.

Pour la conception de la sculpture, les artistes Alisdair MacRae et Negar Seyfollahy ont travaillé directement avec des planchistes, l'Ottawa Skateboard Community Association et la société New Line Skateparks Inc. Ces groupes clés ont eu leur mot à dire sur les dimensions et les matériaux. Une plane et une boîte et le parc de planche à roulettes sont accessibles au public depuis juillet 2014.",PA303,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_303_FlatBox.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_303_FlatBox.jpg,,45.340496,-75.930498,4101 Innovation Dr,"4101, prom Innovation",A Flat and A Box,A Flat and A Box,,"4101 Innovation Drive, Richcraft Recreation Complex (commissions)","4101 Innovation Drive, Richcraft Recreation Complex (commissions)",Ottawa,ON,20180322,granite and cement,granit et ciment,2012
2014-0103,,"Inspired by the natural ecosystems of Kanata and the South March Highlands, Griffin's gestural concrete murals feature the Blanding's turtle, an important local species, as well as other indigenous flora and fauna. Thirteen concrete turtle sculptures roam the grounds of the library, offering places to sit, read or rest. Each is inscribed with a month in the Algonquin calendar, acknowledging some beliefs that each of the 13 plates on a turtle's shell represents one moon in a blue moon year.

Griffin carved a 'bale' (group) of 13 Styrofoam turtles and volunteers added the concrete layers to ensure the sculptures survive the elements. Over 50 local volunteers joined artist Christopher Griffin for a series of evening sessions to complete part of the artwork.

Griffin is inspired by ancient artwork on cave walls, and created all of his murals by hand, etching and inscribing the images directly into the wet concrete. With no time for hesitation, the creation of the artwork became a performance piece celebrating the natural local treasures and fostering inspiration and pride in the region.

Blanding's Turtles of the South March Highlands was commissioned by the City of Ottawa as part of the renovations at this branch, located beside the John G Mlacak Centre. The artwork and the renovated library officially opened to the public on August 23, 2014.
","Inspirées des écosystèmes naturels de Kanata et des hautes terres de South March, les sculptures murales gestuelles en béton de Christopher Griffin représentent la tortue mouchetée, importante espèce locale, ainsi que d'autres espèces de la flore et de la faune indigènes. Treize sculptures en béton représentant des tortues occupent le terrain de la bibliothèque, offrant des endroits où s'asseoir, lire ou se reposer. Sur chacune d'elles est gravé le nom d'un mois du calendrier algonquin, soulignant la croyance selon laquelle chacune des treize plaques de la carapace d'une tortue représente une lune d'une année de lune bleue.

Christopher Griffin a été inspiré par les œuvres d'art anciennes qui ornent les murs des grottes et a créé toutes ses sculptures murales à la main, gravant les images directement sur le béton humide. Ne laissant aucune place à l'hésitation, la production de l'œuvre s'est transformée en une performance célébrant les trésors naturels locaux, favorisant l'inspiration et stimulant la fierté envers la région.

Christopher a sculpté un « ensemble » (groupe) de 13 tortues en mousse de polystyrène et les bénévoles ont ajouté des couches de béton pour que les sculptures survivent aux éléments. Plus d’une cinquantaine de bénévoles locaux se sont joints à l’artiste Christopher Griffin pour une série de séances en soirée afin d’achever les œuvres d’art.

Les tortues mouchetées des hautes terres de South March sont le résultat d'une commande passée par la Ville d’Ottawa dans le cadre de rénovations effectuées à la succursale Beaverbrook, tout près du Centre John-G.-Mlacak. Les œuvres d'art et la bibliothèque rénovée sont officiellement ouvertes au public depuis le 23 août 2014.
",PA304,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_304_BlandingTurtles.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_304_BlandingTurtles.jpg,,45.321918,-75.895582,2500 Campeau Dr,"2500, prom Campeau",Blanding’s Turtles of the South March Highlands,Les tortues mouchetées des hautes terres de South March,"Griffin, Christopher","2500 Campeau Drive, Ottawa Public Library, Beaverbrook Branch","2500 Campeau Drive, Ottawa Public Library, Beaverbrook Branch",Ottawa,ON,20180322,concrete,béton,2013
2014-0105,,"Community Channel by Andrew O’Malley is a bold and forward-thinking light-based permanent installation above the exterior entranceway of the Bronson Centre located at 211 Bronson Avenue. Composed of larger-than-life silhouettes, the sculpture represents various community members, each illuminated with changing coloured LED lights. O’Malley has programmed the illumination of the figures with unique colours that dynamically shift from individual hues, synchronizing into one shared group colour. The lighting animation broadcasts concepts of individuality when the colours are out of phase, and unity while synchronized together. The colour palette of the figures also shifts with the seasons to provide interest and variation throughout the year.","Voie communautaire d'Andrew O'Malley est une installation à base de lumière audacieuse et avant gardiste pour l'entrée extérieure du Centre Bronson, situé au 211, avenue Bronson. Composé de silhouettes plus grandes que nature, la sculpture représente divers membres de la collectivité, chacun illuminé par des diodes électroluminescentes. O'Malley a programmé l'illumination des figures de couleurs uniques passant de manière dynamique de teintes individuelles pour se synchroniser ensuite en une même couleur. L'animation de lumières évoque tour à tour des concepts d'individualité et d'unité : lorsque les couleurs ne sont pas harmonisées puis lorsqu'elles se synchronisent à nouveau. La palette de couleurs des personnages change également au gré des saisons afin de susciter de l'intérêt et d'offrir une belle variété tout au long de l'année.",PA305,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_305_CommunityChannel.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_305_CommunityChannel.jpg,,45.413561,-75.706344,211 Bronson Ave,"211, av Bronson",Community Channel,Voie communautaire,"O’Malley, Andrew","211 Bronson Avenue, Bronson Centre","211 Bronson Avenue, Bronson Centre",Ottawa,ON,20180322,"LED, acrylic panels, software",,2012
2014-0122,,"Tim desClouds has created a dynamic and monumental artwork along Bronson Avenue at Gladstone Avenue. Sit for a While, In the Garden, and Watch the Parade features a large three dimensional silhouette of a stylized maple tree as a central image whose branches form archways over McNabb Park. Additional panels include plasma cut images of parading figures. Sections of the fence structure have been bent into public seating. The artwork, with its positive and universal statement, is a focal point for Bronson Avenue and a beacon for the community.","Tim desClouds a créé une œuvre dynamique et monumentale en bordure de l’avenue Bronson à la hauteur de l’avenue Gladstone. La grande silhouette tridimensionnelle d’un érable stylisé dont les branches forment des arcades à l’entrée du parc McNabb se découpe au centre de Prenez le temps de vous asseoir dans le jardin pour regarder le défilé. Les panneaux de côté montrent des images découpées au plasma représentant des personnages qui défilent. L’artiste a créé des bancs publics en pliant certaines sections de la structure de la clôture. Avec son message positif et universel, l’œuvre est l’un des pôles d’intérêt de l’avenue Bronson et une attraction phare pour la collectivité.",PA306,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_306_Sit.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_306_Sit.jpg,,45.407821,-75.703351,Bronson Ave at Gladstone,av Bronson,"Sit for a While, In the Garden, and Watch the Parade",Prenez le temps de vous asseoir dans le jardin pour regarder le défilé,"desClouds, Tim","Bronson Avenue, 435 Bronson Avenue (entrance to McNabb Skate Park)","Bronson Avenue, 435 Bronson Avenue (entrance to McNabb Skate Park)",Ottawa,ON,20180322,powder-coated steel,acier enduit de poudre,2012
2015-0001,,"Local artist Bhat Boy has drawn on medieval painting traditions and his love of history and mapmaking to form an imaginative portrait of Ottawa’s transit network. The 15-foot long painting features 28 different examples of vehicles used for public transportation over the past 125 years, and that could be in the future, all brought together beneath a starry winter sky. Bhat Boy planned, painted and installed the artwork at the same time construction continued on Confederation Line. As a way to shine a light on the future of transit in Ottawa, he placed the light rail system at key intersections in the painting using warm yellow and pink colour.

Bhat Boy is recognized for his dynamic contributions as a painter, instructor and community organizer. His personal painting style infuses Ottawa with an unusual element of fantasy. As an avid traveler, Bhat Boy uses transit systems across the globe, sharing his time between two capital cities: Ottawa (Canada) and London (England).","L'artiste local Bhat Boy s'est inspiré des traditions de peinture médiévales et a tiré parti de sa passion pour l'histoire et la cartographie pour créer une image fantaisiste du réseau de transport en commun d'Ottawa. La peinture de 15 pieds (4,6 m) de long présente 28 différents véhicules ayant servi au transport en commun au cours des 125 dernières années, ou qui pourraient servir à l’avenir, tous rassemblés sous un magnifique ciel hivernal étoilé. Bhat Boy a travaillé à la planification, à la peinture et à l'installation de son œuvre alors même que se poursuivaient les travaux de construction de la Ligne de la Confédération. Afin de mettre en évidence le brillant avenir du transport en commun d'Ottawa, il a judicieusement fait apparaître le réseau de train léger sur rail à des croisements clés de sa peinture, en utilisant pour ce faire des jaunes et des roses chauds.

Bhat Boy est reconnu pour sa contribution dynamique en tant que peintre, professeur et organisateur communautaire. Avec son style de peinture bien à lui, il ajoute à Ottawa une dimension fantaisiste inusitée. Voyageur infatigable, il emprunte les réseaux de transport en commun de partout dans le monde et divise son temps entre deux capitales : Ottawa, au Canada, et Londres, en Angleterre.",PA307,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_307_SpiritOCTranspo.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_307_SpiritOCTranspo.jpg,,45.412696,-75.631342,1500 St. Laurent Blvd,"1500, boul St. Laurent",The Spirit of OC Transpo,L’esprit d’OC Transpo,Bhat Boy,"1500 St. Laurent Blvd, OC Transpo, 1st Floor ","1500 St. Laurent Blvd, OC Transpo, 1st Floor ",Ottawa,ON,20180322,acrylic on canvas,acrylique sur toile,2014
2015-0002,,"The two modular sculptures suspended from the ceiling of the complex enhance the public site and create a dialogue between old and new with their retro-futuristic presence. Appearing simultaneously industrial and organic, Young and Giroux’s richly compositional artwork of grid-like aluminum tubes and colourful pods gives the impression that it will continue to grow and expand through space.  Inspired by the late, acclaimed Japanese architect Kisho Kurokawa, the artwork revisits a utopic vision of the future, expressing past ideals within a contemporary framework. Working together since 2002, contemporary artists Young and Giroux produce sculpture, public art and film installations that examine architecture, urban development and public space through a combined knowledge of art history and the latest in industrial technologies. Their work has been shown in numerous exhibitions across Canada and internationally, including the solo show Y&G #12 (curtain walls), at the Carleton University Art Gallery. Major public art commissions include Nyctophilia for the City of Toronto and Interregnum: Corner Displacement for John Andrews at the University of Toronto Scarborough. Young and Giroux are recipients of the Sobey Art Award (2011), Canada’s pre-eminent award for contemporary Canadian art.","La sculpture modulaire est accrochée au plafond du complexe, où sa présence rétro-futuriste agrémente l’espace public et fait dialoguer l’ancien et le nouveau. L’œuvre richement compositionnelle, d’apparence industrielle et organique tout à la fois, est composée de tubes d’aluminium et de nacelles colorées disposés en grillage, et donne l’impression d’une croissance continue. Inspirée de l’œuvre de l’architecte japonais Kisho Kurokawa, très apprécié et récemment décédé, elle propose une nouvelle vision utopique de l’avenir en exprimant des idéaux du passé dans un cadre contemporain. Les artistes contemporains Daniel Young et Christian Giroux collaborent depuis 2002 à la production de sculptures, d’art public et d’installations cinématographiques sur des thèmes comme l’architecture, l’aménagement urbain et l’espace public, en combinant leur connaissance de l’histoire de l’art et des plus récentes technologies industrielles. Leur travail a figuré dans de nombreuses expositions au Canada et ailleurs, y compris Y&G #12 (murs rideaux), exposition individuelle présentée à la galerie d’art de l’Université Carleton. Parmi les grandes commandes d’art public à leur actif, citons Nyctophilie, pour la Ville de Toronto, et Interrègne : déplacement angulaire pour John Andrews, pour l’Université de Toronto à Scarborough. Ils ont remporté le Prix Sobey pour les arts (2011), soit la plus grande récompense en art contemporain au Canada.",PA308,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_308_Kurokawa.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_308_Kurokawa.jpg,,45.252821,-75.73489,3500 Cambrian Dr,"3500, prom Cambrian",Mr. Kurokawa,M. Kurokawa,Daniel Young & Christian Giroux,"3500 Cambrian Drive, Minto Recreation Complex (Barrhaven)","3500 Cambrian Drive, Minto Recreation Complex (Barrhaven)",Ottawa,ON,20180322,"Plywood, aluminum, steel, glass, Phenolic resin","contreplaqué, aluminium, acier, verre, résine phénolique",2012
2015-0003,,"Over 10,000 years ago, glaciers scattered large boulders, commonly known as erratics, across the landscape. Inspired by clusters of ancient stone found in the Ottawa region, Erratic Field transforms the urban environment with carefully executed minimal sculptures. 

Constructed from Cor-ten steel, the surface weathers over time to an orange-brown patina and granular texture, bringing the sculptures closer to nature.  As viewers gather and move through the space they become a part of a constantly changing configuration suggestive of an ancient site of reverence akin to megalithic standing stones. 

Born in Moose Jaw, Saskatchewan, Shayne Dark is known for his sculptural works and large public art installations. Dark’s work can be found in national and international collections including the Canada Council Art Bank and the Masur Museum of Art, Monroe, Louisiana. 
","Il y a plus de 10 000 ans, les glaciers ont laissé sur leur passage de grosses pierres, communément appelées des blocs erratiques, qui jonchent maintenant le paysage. Inspiré de ces amas de roches anciennes qui se trouvent dans la région de l’Outaouais, Champ de blocs erratiques transforme le milieu urbain au moyen de sculptures discrètement façonnées. 

Construite en acier cor-ten, la surface des sculptures se transformera au fil du temps en une patine de couleur brun orangé et une texture granuleuse, ce qui rendra les sculptures plus représentatives de la nature. Alors que les visiteurs se rassembleront et circuleront dans l’espace, ils deviendront une partie intégrante de la configuration en constante évolution qui rappelle un ancien lieu de culte ressemblant aux menhirs mégalithiques.

Né à Moose Jaw, en Saskatchewan, Shayne Dark est reconnu pour ses sculptures et ses grandes installations d’œuvres publiques. On retrouve des œuvres de Dark dans des collections nationales et internationales, y compris la Banque d’œuvres d’art du Conseil des arts du Canada et le Masur Museum of Art, à Monroe, en Louisiane.
",PA309,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_309_ErraticField.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_309_ErraticField.jpg,,45.486549,-75.476211,Trim Rd,ch Trim,Erratic Field,Champs de blocs erratiques,"Dark, Shayne",Trim Road (between Watters and Old Montreal Road),Trim Road (between Watters and Old Montreal Road),Ottawa,ON,20180322,corten steel ,acier de corten,2013
1995-0007,K1G 5X5,,,PA31,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_31_The-Mechanics-of-Gauging-a-Trade.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_31_The-Mechanics-of-Gauging-a-Trade.jpg,,45.379883,-75.616032,2799 Swansea Cres,"2799, crois Swansea",The Mechanics of Gauging a Trade,The Mechanics of Gauging a Trade,"fleury, c j","2799 Swansea Crescent, Municipal Workshops Front Lobby","2799 Swansea Crescent, Municipal Workshops Front Lobby",Ottawa,ON,20180322,"steel, chrome","acier, chrome",1995
2015-0185,,"Glass artist Mark Thompson has created four sculptures along Rideau Street that explore how we perceive colour, light and motion. This art installation conveys a range of symbols and associations: Here at Waller Street, the energy of downtown glows red in Cube; Further east, in front of the Rideau branch of the Ottawa Public Library, many colours of Lattice represent interconnected knowledge; The values of community, integrity and health radiate from the green Sphere near Cobourg Street; A blue Wave announces the Rideau River and the natural world just beyond Wurtemburg Street.

Strips of glass housed inside each artwork are lit by pre-programmed lights. The lights slowly change colour and intensity causing shifts in perception as we travel around the object. At night, the sculptures transform the streetscape and expand our sensory experience.

Light is paramount to the work of Mark Thompson. He is interested in the way glass refracts light and how the eye perceives it.  Mark Thompson has worked with light using contemporary and traditional studio glass-working techniques for over 30 years.
","L’artiste verrier Mark Thompson a créé quatre sculptures disposées le long de la rue Rideau, qui explorent notre perception de la couleur, de la lumière et du mouvement. Cette installation artistique exprime toute une gamme de symboles et d’associations. Ici, rue Waller, on voit l’énergie du centre-ville rougeoyer dans Cube. Plus à l’est, devant la succursale Rideau de la Bibliothèque publique d’Ottawa, les multiples couleurs de Treillis représentent l’interrelation des connaissances. Communauté, intégrité et santé sont les valeurs qui rayonnent de la Sphère verte située près de la rue Cobourg. Une Vague bleue annonce la rivière Rideau et le monde naturel situé juste au-delà de la rue Wurtemburg.

À l’intérieur de chaque œuvre d’art, des languettes de verre sont illuminées grâce à un éclairage préprogrammé. Cet éclairage change lentement de couleur et d’intensité, ce qui fait varier notre perception lorsque nous nous déplaçons autour de l’objet. Le soir, les sculptures transforment le paysage urbain et amplifient l’expérience vécue par nos sens. 

Dans l’œuvre de Mark Thompson, la lumière passe avant tout. La façon dont le verre réfracte la lumière et dont l’œil la perçoit le passionne. Mark Thompson travaille la lumière en studio au moyen de techniques de verrerie contemporaines et traditionnelles depuis plus de 30 ans. 
",PA310,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_310_ShortStory.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_310_ShortStory.jpg,,45.427588,-75.688763,Rideau St,rue Rideau,"Cube, Lattice, Sphere, Wave","Cube, treillis, sphère et vague","Thompson, Mark",Rideau Street,Rideau Street,Ottawa,ON,20180322,"glass, programmable LEDs, steel",,2012
2015-0183,,"Artist Jennifer Stead tells stories by drawing the world around her. She began this project with her thoughts and experiences of the neighbourhood. Combining these with local history, she created a drawing using pencil and charcoal that was transformed into an 18-foot tall steel sculpture. Short Story takes on the form of a tree, a landscape and a vase of flowers.

Hidden within the stems and branches are images that pay tribute to community history and the natural environment: a horse pulling logs out of the forest ripples of river waves and local wildflowers. The past, present and future of the Ottawa Valley emerges from the myriad of images. 

Jennifer Stead has been telling stories through landscape for over twenty years. Stead earned a Bachelor of Fine Arts degree from the Nova Scotia College of Art and Design and a Master of Fine Arts degree from the University of Calgary.  
","L’artiste Jennifer Stead raconte des histoires en dessinant le monde qui l’entoure. Elle a entamé ce projet en utilisant les réflexions que lui inspiraient le quartier et les expériences qu’elle y a vécues. En effectuant l’amalgame de ces concepts et de l’histoire locale, elle a fait un dessin au crayon et au fusain qui a ensuite été transformé en sculpture d’acier d’une hauteur de 18 pieds. Petite histoire prend la forme d’un arbre, d’un paysage et d’un vase rempli de fleurs.

Des images cachées parmi les tiges et les branches rendent hommage à l’histoire de la communauté et à l’environnement naturel : un cheval tirant des rondins qui sort de la forêt, des ondulations des vagues de la rivière et des fleurs sauvages locales. Le passé, le présent et l’avenir de la vallée de l’Outaouais émergent de cette myriade d’images.

Jennifer Stead raconte des histoires au moyen de paysages depuis plus de vingt ans. Elle a obtenu un baccalauréat en beaux-arts du Nova Scotia College of Art and Design et une maîtrise en beaux-arts de l’Université de Calgary.
",PA311,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_311_IocomOtion.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_311_IocomOtion.jpg,,45.391082,-75.752962,Churchill Ave,av Churchill Ave,Short Story,Petite histoire,"Stead, Jennifer",Churchill Avenue (at Byron),Churchill Avenue (at Byron),Ottawa,ON,20180322,steel,acier,2013
2015-0184,,"The large scale of this artwork and its placement along the length of the platform gives the Carleton O-Train station a sense of place and architectural identity. As the eye passes along its length, the sequence of wheel segments plays on the idea of movement and travel. At night, the design of the red panels – inspired by the OC Transpo logo – acts as a beacon, reflecting the ambient light of passing trains.

locomOtion was commissioned as part of the O-Train Expansion Project in 2013. Architect-turned-artist, Stuart Kinmond has lived in Ottawa since 1984.  Kinmond studied at McGill University and at the Ottawa School of Art. He works full-time in paint, digital media and installation art. ","Le grand format de cette œuvre d’art et son installation le long du quai confèrent à la station Carleton de l’O-Train un sentiment d’appartenance au lieu et une identité architecturale. En balayant l’œuvre du regard, la succession de segments de roues donne une impression de mouvement et de déplacement. Le soir, le motif des panneaux rouges – inspiré du logo d’OC Transpo – sert de balise et rappelle la lumière ambiante des trains qui passent.

locomOtion a été commandé par le Programme d’art public de la Ville d’Ottawa dans le cadre du projet de prolongement de l’O-Train en 2013. L’architecte devenu artiste, Stuart Kinmond, habite à Ottawa depuis 1984. Il a fait ses études à l’Université McGill et à l’École d’art d’Ottawa. Il travaille à temps plein comme artiste dans les médias de la peinture, des arts médiatiques numériques et des installations d’art. ",PA312,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_312_Cube.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_312_Cube.jpg,,45.385361,-75.695994,1125 Colonel By Dr,"1125, prom Colonel By",locomOtion,locomOtion,"Kinmond, Stuart","Carleton University O-Train station, 1125 Colonel By Dr","Carleton University O-Train station, 1125 Colonel By Dr",Ottawa,ON,20180322,"powder coated aluminum posts, aluminum panels with reflective sheeting, stainless steel ",,2013
2016-0001,,"Based on the common spider plant, these five sculptures were inspired by the clusters of tiny plantlets known as inflorescences that grow from the spider plant’s central stem. For the artist, Inflorescence represents the idea of interconnectedness, a fitting theme for OC Transpo. 

Deborah Margo handcrafted these sculptures: cutting, hammering, and assembling multiple copper pieces into plant-like forms. The artwork’s richly coloured and textured copper surfaces absorb and reflect artificial and natural light. 

Deborah Margo has been working in Ottawa as a sculptor, writer, professor and gardener for 25 years. Growth and change are important environmental themes present in many of her artworks.","L’Inflorescence est une œuvre composée de cinq sculptures inspirées par les petites plantes qui poussent sur la tige centrale de la plante-araignée, appelées inflorescences. Pour l’artiste, Deborah Margo, L’Inflorescence représente l’interdépendance, principe qui s’harmonise bien aux valeurs d’OC Transpo.

À la main, l’artiste a taillé, martelé, puis assemblé des feuilles de cuivre pour créer diverses formes apparentées à des plantes. Le cuivre richement coloré et texturé reflète la lumière artificielle et naturelle.

Deborah Margo travaille à Ottawa à titre de sculpteure, d’écrivaine, de professeure et de jardinière depuis 25 ans. Bon nombre de ses œuvres s’articulent autour de la croissance et du changement, deux thèmes environnementaux au cœur de sa démarche.",PA313,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_313_Inflorescence.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_313_Inflorescence.jpg,,45.412211,-75.633545,925 Belfast Rd,"925, ch Belfast",Inflorescence,L’Inflorescence,"Margo, Deborah","925 Belfast Road, OC Transpo","925 Belfast Road, OC Transpo",Ottawa,ON,20180322,copper ,cuivre  ,2015
2016-0002,,"Animals etched and sculpted out of concrete found on the walls, columns, and roof guide us through this building. Christopher Griffin worked with the Ottawa Field-Naturalists' Club and the Canadian Museum of Nature to create a list of wildlife living in and around the Glebe's waterways. Each floor of the parking garage has its own theme and way finding system:

Floor 1  Fishes: Dow's Lake
Floor 2  Amphibians and reptiles: Patterson Creek
Floor 3  Birds: Rideau Canal
Floor 4  Mammals: Brown's Inlet

Each animal is native to the Glebe and represents the diversity of species and ecosystems that exist downtown. It is easy to forget that city dwellers are living in close proximity to many wild animals. Griffin’s artwork reminds us to look out for these species and to celebrate the rich natural environment around us.

Glebe resident Christopher Griffin has been creating unique concrete murals and sculptures for many years. His drawing style is inspired by ancient art found on cave walls. His images of birds, fish and mammals hold personal meanings for the artist and often reference biodiversity.","Les animaux gravés et sculptés dans le béton des murs, des colonnes et du plafond nous guident à travers le bâtiment. Christopher Griffin a travaillé avec l’Ottawa Field-Naturalists' Club et le Musée canadien de la nature en vue de dresser une liste des espèces naturelles qui habitent dans les cours d’eau du Glebe, ou tout près. Chaque étage du garage de stationnement s’inspire d’un thème particulier et dispose d’un système d’orientation qui lui est propre.

1er étage Poissons : lac Dow
2e étage Amphibiens et reptiles : ruisseau Patterson
3e étage Oiseaux : canal Rideau
4e étage Mammifères : étang Brown
 
Chaque animal est une espèce indigène du Glebe et représente la diversité des espèces et des écosystèmes qui existent au centre-ville. On oublie souvent que les citadins cohabitent de très près avec de nombreux animaux sauvages. Les œuvres de Griffin nous rappellent de faire attention à ces espèces et de célébrer la richesse du milieu naturel qui nous entoure.

Résident du Glebe, Christopher Griffin crée des murales et des sculptures uniques en béton depuis de nombreuses années. Le style de ses dessins s’inspire de l’art ancien que l’on retrouve sur les murs des cavernes. Ses images d’oiseaux, de poissons et de mammifères ont une signification toute particulière pour cet artiste et font souvent référence à la biodiversité.
",PA314,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_314_HouseGreatBlue.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_314_HouseGreatBlue.jpg,,45.403541,-75.688979,170 Second Ave,"170, av Second",House of the Great Blue Heron,Domaine du grand heron,"Griffin, Christopher","170 Second Avenue, Glebe Parking Garage","170 Second Avenue, Glebe Parking Garage",Ottawa,ON,20180322,concrete,béton,2015
1996-0001,K1K 0Z8,,,PA32,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_32_untitled-from-the-Community-series.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_32_untitled-from-the-Community-series.jpg,,45.435623,-75.646343,,,"Untitled, from the Community Series","Untitled, from the Community Series","Astman, Barbara",,,Ottawa,ON,20180322,sand blasted glass,verre dépoli au sable,1995
2001-0129,K2K 2W3,,,PA33,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_33_Earth-of-Kanata.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_33_Earth-of-Kanata.jpg,,45.319954,-75.895681,2500 Campeau Dr,"2500, prom Campeau",Earth of Kanata 45°18'N - 75°55'W,Earth of Kanata 45°18'N - 75°55'W,"Feindel, Susan","2500 Campeau Drive, John G Mlacak Community Centre","2500 Campeau Drive, John G Mlacak Community Centre",Ottawa,ON,20180322,porcelain tile mosaic,carreaux de porcelaine,1997
2001-0205,K2G 5K7,Commissioned by the City of Nepean to commemorate Centrepointe Theatre’s10th anniversary.,Exécuté à la demande de la Ville de Nepean pour célébrer le 10e anniversaire du Théâtre Centrepointe.,PA34,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_34_Applause.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_34_Applause.jpg,,45.34459,-75.76448,101 Centrepointe Dr,"101, prom Centrepointe",Applause,Applause,"Pfaff, Mary","101 Centrepointe Drive, Ben Franklin Place, 1st and 2nd, Centrepointe Theatre","101 Centrepointe Drive, Ben Franklin Place, 1st and 2nd, Centrepointe Theatre",Ottawa,ON,20180322,acrylic on canvas,acrylique sur toile,1998
2001-0256,K1C 4W2,"Wonder is the Beginning of Wisdom was created for the Gloucester Public Library and represents the human desire to seek knowledge. Born in Montreal, Tim DesClouds has a B.FA from York University and a B.ED from Queens University. Besides his busy career a","L'oeuvre Wonder is the Beginning of Wisdom a été créée pour la Bibliothèque publique de Gloucester. Elle représente la volonté d'accéder à la connaissance. Né à Montréal, Tim DesClouds possède un baccalauréat en beaux-arts de l'Université York et un bacca",PA35,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_35_Wonder-is-the-Beginning-of-Wisdom.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_35_Wonder-is-the-Beginning-of-Wisdom.jpg,,45.455995,-75.524831,1705 Orleans Blvd,"1705, boul Orleans",Wonder is the Beginning of Wisdom,Wonder is the Beginning of Wisdom,"desClouds, Tim","1705 Orleans Blvd, Ottawa Public Library, Orleans Branch ","1705 Orleans Blvd, Ottawa Public Library, Orleans Branch ",Ottawa,ON,20180322,painted steel and Galvalume pipe,acier et acier Galvalume peint,1995
